Time ,N (m),E (m),gndAlt,velLL X  ,velLL Y  ,velLL Z  ,r,Roll ,Pitch,Yaw  ,Nav Yaw Rate,Baro Update Count,GPS Update Count,Accel Update Count,Ground Align Update Count,Nav Accel Roll,Nav Accel Pitch,Nav Roll,Nav Pitch,Gyro Bias X (deg/s),Gyro Bias Y (deg/s),Gyro Bias Z (deg/s),Accel Bias X (g),Accel Bias Y (g),Accel Bias Z (g),Roll Error,Pitch Error,Yaw Error,Vel N Error,Vel E Error,Vel D Error,velLL X Error,velLL Y Error,velLL Z Error,N Error (m),E Error (m),Alt Error (m),Acc Body X Error,Acc Body Y Error,Acc Body Z Error,Acc LL X Error,Acc LL Y Error,Acc LL Z Error,Acc Mag Error,p Error,q Error,r Error,Roll Stdev,Pitch Stdev,Yaw Stdev,VN Stdev,VE Stdev,VD Stdev,Accel Bias X Stdev,Accel Bias Y Stdev,Accel Bias Z Stdev,Alt Stdev,GPSResidual[GPS_VN],GPSResidual[GPS_VE],GPSResidual[GPS_VD],GPSFilterError[GPS_VN],GPSFilterError[GPS_VE],GPSFilterError[GPS_VD],GroundResiudal[GROUND_N],GroundResiudal[GROUND_E],GroundResiudal[GROUND_ALT],GroundResiudal[GROUND_VN],GroundResiudal[GROUND_VE],GroundResiudal[GROUND_VD],
1.100000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.666667,1.666667,60.000000,0.333333,0.333333,0.333333,0.016667,0.016667,0.026667,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.200000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.578211,0.517367,-1.578211,0.517367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1.295328,0.895456,60.000000,0.333333,0.333333,0.333333,0.016667,0.016667,0.026667,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.300000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.578211,0.517367,-1.578211,0.517367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.295328,0.895456,60.000000,0.333333,0.333333,0.333333,0.016667,0.016667,0.026667,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.400000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.578211,0.517367,-1.578211,0.517367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1.295328,0.895456,60.000000,0.333333,0.333333,0.333333,0.016667,0.016667,0.026667,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.500000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.578211,0.517367,-1.578211,0.517367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.295328,0.895456,60.000000,0.333333,0.333333,0.333333,0.016667,0.016667,0.026667,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.600000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.578211,0.517367,-1.578211,0.517367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1.295328,0.895456,60.000000,0.333333,0.333333,0.333333,0.016667,0.016667,0.026667,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.700000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.049262,0.000000,1.000000,0.000000,0.000000,-1.578211,0.517367,-1.577853,0.516954,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.577853,0.516954,-45.000581,0.005003,0.310001,-0.159808,0.005000,0.310001,-0.159808,0.000075,0.004650,-0.003625,0.000044,-0.000221,0.012850,0.000160,0.000133,0.012850,0.012852,-0.042494,0.050483,0.049262,1.295393,0.895588,60.000002,0.235702,0.235702,0.235702,0.000000,0.000000,0.000000,2.357025,0.010000,0.620000,-0.320129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.800000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.001628,0.000000,1.000000,0.000000,0.000000,-1.578211,0.517367,-1.577136,0.516024,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.577136,0.516024,-45.001418,0.005021,0.310016,-0.158523,0.005014,0.310017,-0.158523,0.000576,0.035651,-0.019535,0.000109,-0.000171,0.012850,0.000225,0.000183,0.012848,0.012852,0.000763,-0.002952,-0.001628,1.295717,0.896245,60.000011,0.235703,0.235703,0.235703,0.000000,0.000000,0.000000,2.357178,0.010000,0.620000,-0.320129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.900000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.052519,0.000000,1.000000,0.000000,0.000000,-1.578211,0.517367,-1.576392,0.515121,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.576392,0.515121,-45.002231,0.005055,0.310044,-0.157238,0.005043,0.310044,-0.157238,0.001080,0.066654,-0.035317,0.000174,-0.000121,0.012852,0.000290,0.000232,0.012848,0.012854,0.046565,-0.053842,-0.052519,1.296041,0.896901,60.000020,0.235703,0.235703,0.235703,0.000000,0.000000,0.000000,2.357567,0.010000,0.620000,-0.320129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2.000000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.065802,0.000000,1.000000,0.000000,0.000000,-1.578211,0.517367,-1.575649,0.514205,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.575649,0.514205,-45.003043,0.005107,0.310086,-0.155953,0.005090,0.310086,-0.155953,0.001588,0.097661,-0.050970,0.000546,0.000181,0.012864,0.000661,0.000534,0.012848,0.012876,-0.056489,0.068295,0.065802,1.296364,0.897557,60.000029,0.235703,0.235703,0.235703,0.000000,0.000000,0.000000,2.358192,0.010000,0.620000,-0.320129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2.100000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.069059,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.573509,0.512348,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.573509,0.512348,-45.030916,-0.001970,0.028325,-0.016425,-0.001985,0.028324,-0.016425,0.012144,-0.013165,0.050595,0.000618,0.000351,0.012869,0.000733,0.000704,0.012849,0.012889,0.059288,-0.071654,-0.069059,1.296688,0.898212,60.000030,0.088730,0.088730,0.088714,0.000000,0.000000,0.000000,0.195144,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
2.200000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.049262,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.573496,0.512345,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.573496,0.512345,-45.030913,-0.001888,0.028402,-0.015140,-0.001903,0.028401,-0.015140,0.011951,-0.010328,0.049024,0.000833,0.000526,0.012876,0.000948,0.000879,0.012849,0.012914,-0.042494,0.050483,0.049262,1.297011,0.898867,60.000039,0.088730,0.088730,0.088715,0.000000,0.000000,0.000000,0.195519,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
2.300000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.001628,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.572778,0.511416,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.572778,0.511416,-45.031751,-0.001791,0.028492,-0.013855,-0.001806,0.028491,-0.013855,0.011768,-0.007483,0.047580,0.000899,0.000575,0.012878,0.001013,0.000928,0.012849,0.012922,0.000763,-0.002952,-0.001628,1.297335,0.899521,60.000048,0.088731,0.088731,0.088715,0.000000,0.000000,0.000000,0.196296,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
2.400000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.052519,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.572035,0.510513,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.572035,0.510513,-45.032563,-0.001677,0.028594,-0.012570,-0.001694,0.028593,-0.012570,0.011595,-0.004628,0.046266,0.000964,0.000625,0.012880,0.001078,0.000978,0.012849,0.012931,0.046565,-0.053842,-0.052519,1.297658,0.900175,60.000056,0.088733,0.088732,0.088716,0.000000,0.000000,0.000000,0.197468,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
2.500000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.065802,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.571292,0.509597,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.571292,0.509597,-45.033376,-0.001547,0.028711,-0.011285,-0.001564,0.028710,-0.011285,0.011434,-0.001762,0.045079,0.001336,0.000927,0.012891,0.001450,0.001280,0.012849,0.012994,-0.056489,0.068295,0.065802,1.297982,0.900829,60.000065,0.088734,0.088734,0.088717,0.000000,0.000000,0.000000,0.199030,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
2.600000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.069059,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.569830,0.507755,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.569830,0.507755,-45.035015,-0.001404,0.028837,-0.010000,-0.001421,0.028836,-0.010000,0.011287,0.001115,0.044021,0.001405,0.000981,0.012894,0.001519,0.001334,0.012849,0.013007,0.059288,-0.071654,-0.069059,1.298305,0.901482,60.000074,0.088735,0.088735,0.088717,0.000000,0.000000,0.000000,0.200971,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
2.700000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.049262,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.569818,0.507753,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.569818,0.507753,-45.035013,-0.001243,0.028977,-0.008715,-0.001261,0.028976,-0.008715,0.011155,0.004007,0.043092,0.001620,0.001156,0.012900,0.001734,0.001509,0.012849,0.013053,-0.042494,0.050483,0.049262,1.298628,0.902134,60.000083,0.088737,0.088737,0.088718,0.000000,0.000000,0.000000,0.203281,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
2.800000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.001628,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.569100,0.506824,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.569100,0.506824,-45.035850,-0.001067,0.029129,-0.007430,-0.001086,0.029129,-0.007430,0.011041,0.006913,0.042291,0.001686,0.001205,0.012902,0.001799,0.001558,0.012849,0.013067,0.000763,-0.002952,-0.001628,1.298951,0.902786,60.000092,0.088739,0.088740,0.088719,0.000000,0.000000,0.000000,0.205948,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
2.900000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.052519,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.568356,0.505921,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.568356,0.505921,-45.036663,-0.000876,0.029294,-0.006146,-0.000894,0.029294,-0.006146,0.010944,0.009835,0.041619,0.001751,0.001255,0.012904,0.001864,0.001608,0.012849,0.013083,0.046565,-0.053842,-0.052519,1.299274,0.903438,60.000101,0.088742,0.088743,0.088720,0.000000,0.000000,0.000000,0.208958,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
3.000000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.065802,1.000000,2.000000,0.000000,1.000000,-1.578211,0.517367,-1.567613,0.505005,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.567613,0.505005,-45.037475,-0.000666,0.029473,-0.004861,-0.000686,0.029473,-0.004861,0.010868,0.012774,0.041075,0.002123,0.001557,0.012916,0.002236,0.001910,0.012849,0.013181,-0.056489,0.068295,0.065802,1.299597,0.904089,60.000110,0.088745,0.088746,0.088720,0.000000,0.000000,0.000000,0.212296,-0.040834,-0.267330,0.082994,0.000000,0.000000,0.000000,-0.001639,-0.100761,-0.051301,-0.005112,-0.310090,0.155824,
3.100000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.069059,2.000000,3.000000,0.000000,2.000000,-1.578211,0.517367,-1.564731,0.503464,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.564731,0.503464,-45.470170,0.010707,0.003115,0.001846,0.010681,0.003202,0.001846,0.016512,-0.002936,0.088391,0.002141,0.001854,0.012924,0.002254,0.002207,0.012849,0.013231,0.059288,-0.071654,-0.069059,1.299916,0.904738,59.993930,0.064403,0.064404,0.063343,0.000000,0.000000,0.000000,0.142424,0.290433,-0.366618,-0.046816,1.000000,0.000000,0.000000,-0.010862,-0.013069,0.042255,0.000645,-0.029492,0.004732,
3.200000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,0.049262,2.000000,3.000000,0.000000,2.000000,-1.578211,0.517367,-1.564718,0.503461,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.564718,0.503461,-45.470167,0.010942,0.003340,0.003131,0.010914,0.003430,0.003131,0.017595,-0.002613,0.088646,0.002356,0.002029,0.012931,0.002469,0.002381,0.012849,0.013299,-0.042494,0.050483,0.049262,1.300239,0.905388,59.993939,0.064408,0.064409,0.063344,0.000000,0.000000,0.000000,0.144087,0.290433,-0.366618,-0.046816,1.000000,0.000000,0.000000,-0.010862,-0.013069,0.042255,0.000645,-0.029492,0.004732,
3.300000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.001628,2.000000,3.000000,0.000000,2.000000,-1.578211,0.517367,-1.564000,0.502532,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.564000,0.502532,-45.471005,0.011194,0.003578,0.004416,0.011164,0.003670,0.004416,0.018703,-0.002266,0.089030,0.002421,0.002079,0.012933,0.002534,0.002431,0.012849,0.013321,0.000763,-0.002952,-0.001628,1.300562,0.906038,59.993948,0.064414,0.064415,0.063345,0.000000,0.000000,0.000000,0.146006,0.290433,-0.366618,-0.046816,1.000000,0.000000,0.000000,-0.010862,-0.013069,0.042255,0.000645,-0.029492,0.004732,
3.400000,-0.000000,-0.000000,0.098772,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,-0.052519,2.000000,3.000000,1.000000,2.000000,-1.578211,0.517367,-1.577749,0.516813,0.010687,0.089466,-0.039084,0.000736,0.002245,-0.081475,-1.577749,0.516813,-45.471814,0.011439,0.003808,0.005696,0.011407,0.003902,0.005696,0.019838,-0.001893,0.089542,-0.000116,-0.000354,0.012843,0.000000,0.000000,0.012849,0.012849,0.046565,-0.053842,-0.052519,0.014423,0.013904,59.993957,0.064420,0.064421,0.063346,0.000000,0.000000,0.000000,0.148171,0.290433,-0.366618,-0.046816,1.000000,0.000000,0.000000,-0.010862,-0.013069,0.042255,0.000645,-0.029492,0.004732,
